enrollment_id,student_id,student_name,student_age,student_gender,student_level,student_program,GPA,is_employed,total_failed_subjects,discipline_score,analytical_score,practical_score,avg_screen_hours,course_id,course_name,course_category,course_level,course_difficulty,course_credit_hours,is_required,professor_id,professor_name,professor_program,professor_academic_rank,professor_specialization,professor_avg_teaching_score,professor_avg_pass_percentage,student_attendance_percentage_subject,weekly_avg_study_hours_subject,academic_year,subject_score
13444,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,28,0.8,2025,66
13445,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,31,0.6,2025,68
13446,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,28,0.6,2025,70
13447,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,21,0.1,2025,75
13448,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,G201,Scientific Terminology in English,General Science,2,1,2,Required,39,Mohamed Mkhemar,Physics,Assistant Professor,Physics,2,79,20,0.1,2025,77
13449,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,26,1.2,2025,67
13450,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,27,0.1,2025,75
13451,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,23,0.1,2025,73
13452,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,23,0.4,2025,72
13453,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,39,Mohamed Mkhemar,Physics,Assistant Professor,Physics,2,79,19,0.5,2025,76
13454,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,25,0.2,2025,74
13455,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,G202,Cultural Studies,General Science,2,1,2,Optional,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,27,0.1,2025,76
13456,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M311,Measure Theory,Pure Mathematics,3,4,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,27,0.8,2026,85
13457,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,34,0.8,2026,78
13458,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,28,0.1,2026,88
13459,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,25,1.4,2026,75
13460,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,25,0.7,2026,80
13461,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,26,0.6,2026,83
13462,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M319,Number Theory,Pure Mathematics,3,3,2,Optional,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,30,0.1,2026,89
13463,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,26,0.4,2026,83
13464,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M318,Integral Equations,Pure Mathematics,3,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,29,0.7,2026,77
13465,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,32,0.7,2026,79
13466,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,30,0.5,2026,83
13467,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,26,0.1,2026,85
13468,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M333,Statistical Theory,Statistics,3,3,3,Required,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,25,0.2,2026,86
13469,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,29,0.6,2026,80
13470,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,24,0.5,2026,79
13471,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,29,0.7,2026,82
13472,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,26,0.4,2026,81
13473,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,31,0.8,2026,78
13474,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,30,0.5,2026,84
13475,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M421,Operations Research,Pure Mathematics,4,2,3,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,34,0.1,2026,84
13476,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,26,1.2,2026,79
13477,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M418,Network Theory,Pure Mathematics,4,3,2,Optional,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,29,0.6,2026,83
13478,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M419,Topology 2,Pure Mathematics,4,4,2,Optional,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,26,0.5,2026,83
13479,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,31,1.4,2026,75
13480,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M422,General Relativity,Applied Mathematics,4,4,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,28,0.7,2026,83
13481,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,30,0.9,2026,79
13482,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,29,1.1,2026,81
13483,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,31,0.8,2026,78
13484,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M412,Graph Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,28,0.3,2026,84
13485,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M426,Modeling and Simulation,Pure Mathematics,4,2,2,Optional,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,24,0.1,2026,89
13486,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M241,Computer Organization and Assembly Language,Computer Science,2,2,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,31,0.3,2025,66
13487,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M219,Discrete Mathematics,Pure Mathematics,2,2,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,26,0.1,2025,76
13488,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M232,Probability Theory 1,Statistics,2,2,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,24,0.1,2025,75
13489,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M242,Computer Algebra Systems,Computer Science,2,2,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,31,0.1,2025,75
13490,159,Nadia Wahba,18,Female,2,Statistics and Computer Science,2.38,0,0,2,5,7,4.4,M243,Computer Network Theory,Computer Science,2,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,25,0.1,2025,75
13491,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M331,Probability Theory 2,Statistics,3,3,3,Required,17,Rabab Sabry,Statistics and Computer Science,Assistant Professor,Statistics,8,79,30,0.4,2026,85
13492,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M334,Sampling Distributions and Methods,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,29,0.4,2026,87
13493,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M341,Data Structures,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,26,0.4,2026,86
13494,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M342,Database Systems,Computer Science,3,2,2,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,32,0.1,2026,84
13495,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M338,Order Statistics,Statistics,3,2,2,Optional,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,25,0.1,2026,91
13496,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M346,Systems Analysis and Design,Computer Science,3,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,30,0.1,2026,84
13497,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M332,Estimation Theory,Statistics,3,3,2,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,30,0.5,2026,83
13498,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M337,Hypothesis Testing,Statistics,3,3,2,Required,17,Rabab Sabry,Statistics and Computer Science,Assistant Professor,Statistics,8,79,29,0.4,2026,84
13499,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M345,Operating Systems,Computer Science,3,3,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,34,0.9,2026,76
13500,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M343,Artificial Intelligence,Computer Science,3,3,2,Required,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,31,0.4,2026,85
13501,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M344,Structured Programming,Computer Science,3,2,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,27,0.7,2026,78
13502,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,32,0.1,2026,84
13503,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,27,0.1,2026,90
13504,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M431,Analysis of Variance,Statistics,4,3,3,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,23,0.1,2026,91
13505,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,23,0.4,2026,83
13506,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M441,Software Engineering,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,29,0.4,2026,86
13507,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,25,0.2,2026,87
13508,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,25,0.5,2026,82
13509,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M443,Expert Systems,Computer Science,4,3,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,28,0.2,2026,87
13510,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,26,0.5,2026,85
13511,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M435,Reliability Theory,Statistics,4,3,2,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,29,0.3,2026,81
13512,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,30,0.3,2026,77
13513,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,25,0.2,2026,86
13514,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,29,0.4,2026,84
13515,159,Nadia Wahba,19,Female,3,Statistics and Computer Science,2.82,0,0,2,5,7,4.4,M446,Image Processing,Computer Science,4,2,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,33,0.1,2026,85
13516,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,M111,Calculus 1,Pure Mathematics,1,1,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,34,0.1,2024,50
13517,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,33,0.1,2024,54
13518,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,P101,Properties of Heat and Matter,Physics,1,2,3,Required,42,Ehab Salim,Physics,Assistant Professor,Physics,9,67,37,0.1,2024,55
13519,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,31,0.1,2024,58
13520,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,C102,General Chemistry 2,Chemistry,1,1,3,Required,35,Gamela Badr,Chemistry,Associate Professor,Chemistry,3,74,26,0.1,2024,56
13521,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,30,0.1,2024,65
13522,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,31,0.1,2024,56
13523,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,M113,Calculus 2,Pure Mathematics,1,2,3,Required,25,Ahmed Saed,Mathematics,Associate Professor,Pure Mathematics,6,72,29,0.1,2024,55
13524,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,35,0.1,2024,53
13525,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,P103,Electrical Circuits,Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,29,0.1,2024,57
13526,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,C101,General Chemistry 1,Chemistry,1,1,3,Required,33,Mohamed Ramadan,Chemistry,Associate Professor,Chemistry,9,72,34,0.1,2024,55
13527,160,Faris Mousa,17,Male,1,Mathematics,1.22,0,0,3,7,3,4.5,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,28,0.1,2024,60
13528,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,38,0.4,2025,68
13529,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,41,0.6,2025,59
13530,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,38,0.5,2025,62
13531,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,29,0.6,2025,64
13532,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,32,0.1,2025,70
13533,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,G201,Scientific Terminology in English,General Science,2,1,2,Required,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,36,0.1,2025,64
13534,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,35,0.9,2025,62
13535,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,34,0.1,2025,68
13536,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,34,0.1,2025,67
13537,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,34,0.4,2025,64
13538,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,32,Nermeen Ali,Physics,Assistant Professor,Physics,6,68,37,0.9,2025,65
13539,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,34,0.1,2025,67
13540,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,G202,Cultural Studies,General Science,2,1,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,34,0.1,2025,72
13541,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M311,Measure Theory,Pure Mathematics,3,4,2,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,34,1,2026,75
13542,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,36,0.3,2026,80
13543,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,39,0.1,2026,82
13544,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,38,1.2,2026,73
13545,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,42,0.7,2026,76
13546,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,40,0.3,2026,80
13547,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M319,Number Theory,Pure Mathematics,3,3,2,Optional,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,37,0.3,2026,80
13548,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,35,0.7,2026,75
13549,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M318,Integral Equations,Pure Mathematics,3,3,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,41,0.2,2026,81
13550,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,45,0.7,2026,73
13551,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,38,0.6,2026,77
13552,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,35,0.1,2026,79
13553,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M333,Statistical Theory,Statistics,3,3,3,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,37,0.1,2026,86
